transaction_id,user_id,account_number,transaction_date,transaction_type,amount,currency,category,description,balance_after,reference_number,branch_code,channel
686C0E69,3,GB84CPBK83157663644901,2024-01-04 15:50:34,DEBIT,22110.49,GBP,PURCHASE,Uber - PURCHASE,32081.61,REF368846383,BR536,MOBILE
599B3515,1,DE79741514506827135679,2024-01-07 18:44:54,CREDIT,20740.68,EUR,REFUND,Refund,24566.76,REF318577662,BR747,ATM
9655BEEC,3,DE06546700950979859803,2024-01-05 00:19:21,CREDIT,12610.2,EUR,GIFT,Gift,11531.3,REF193424987,BR498,ONLINE
EEC74295,3,DE06546700950979859803,2024-01-10 08:51:31,DEBIT,42084.61,EUR,PURCHASE,Starbucks - PURCHASE,86361.37,REF937435054,BR239,BRANCH
262CB9A2,3,GB84CPBK83157663644901,2024-01-09 22:36:22,CREDIT,7221.16,GBP,INTEREST,INTEREST CREDIT,79157.5,REF608617591,BR617,MOBILE
3B332B48,4,DE08870000009130446806,2024-01-01 12:23:34,CREDIT,8070.49,EUR,REFUND,Refund,95122.72,REF258717262,BR628,MOBILE
59240ABA,4,DE08870000009130446806,2024-01-07 01:59:55,DEBIT,1214.18,EUR,RESTAURANT,Restaurant,57885.19,REF819240681,BR154,MOBILE
797DCD3D,4,DE08870000009130446806,2024-01-05 09:02:06,DEBIT,3052.07,EUR,UTILITIES,Utilities,67693.14,REF116254446,BR943,BRANCH
C9B7BA97,3,GB84CPBK83157663644901,2024-01-05 15:44:55,CREDIT,29528.52,GBP,DEPOSIT,Deposit,60715.34,REF167197548,BR577,ATM
4B6A8999,4,GB51CITI43028554568398,2024-01-10 16:30:57,CREDIT,604.09,GBP,DIVIDEND,Dividend,89313.98,REF756787561,BR946,ATM
94B4042E,1,DE59795655681688929171,2024-01-04 17:19:35,CREDIT,33747.25,EUR,INTEREST,INTEREST CREDIT,65218.73,REF980112287,BR849,ATM
56717E62,1,DE59795655681688929171,2024-01-06 08:07:54,CREDIT,38259.94,EUR,INTEREST,INTEREST CREDIT,48599.94,REF360456649,BR169,PHONE
B9BFBC2A,3,GB84CPBK83157663644901,2024-01-05 16:16:04,CREDIT,207.42,GBP,GIFT,Gift,22148.35,REF627785410,BR104,BRANCH
2143C92D,1,DE59795655681688929171,2024-01-04 10:52:15,CREDIT,12989.2,EUR,SALARY,SALARY DEPOSIT - COMPANY B,20669.5,REF451648723,BR703,ATM
1A4E5E3F,1,DE25202102007876909711,2024-01-08 23:48:59,DEBIT,34023.19,EUR,PURCHASE,PayPal - PURCHASE,16797.0,REF559687157,BR639,MOBILE
C608B0F8,4,GB51CITI43028554568398,2024-01-01 18:44:54,DEBIT,5171.65,GBP,BILL_PAYMENT,Bill Payment,78279.21,REF498346224,BR727,PHONE
C5C93620,3,DE06546700950979859803,2024-01-03 15:27:05,CREDIT,685.17,EUR,REFUND,Refund,91270.86,REF715718258,BR695,MOBILE
485ABC27,1,FR221450592469WBR7LN4EXX269,2024-01-05 12:13:14,DEBIT,1340.1,EUR,UTILITIES,Utilities,76650.99,REF689369352,BR803,ONLINE
1F52EF9C,4,GB51CITI43028554568398,2024-01-08 19:08:34,DEBIT,2766.66,GBP,SUBSCRIPTION,Subscription,41656.02,REF253179005,BR851,BRANCH
5E6DB80E,1,FR221450592469WBR7LN4EXX269,2024-01-01 22:14:24,DEBIT,1641.9,EUR,UTILITIES,Utilities,88214.22,REF191634842,BR515,ONLINE
572E1B2D,1,DE59795655681688929171,2024-01-06 02:31:07,DEBIT,11791.71,EUR,GROCERY,Grocery,99248.59,REF242699131,BR863,PHONE
8D0E60AB,3,GB84CPBK83157663644901,2024-01-07 04:17:48,CREDIT,2700.49,GBP,GIFT,Gift,92219.03,REF996776035,BR812,ATM
F743DE82,3,GB84CPBK83157663644901,2024-01-06 10:57:38,CREDIT,15456.09,GBP,TRANSFER_IN,TRANSFER FROM ACCOUNT ***8582,16374.02,REF952008552,BR626,MOBILE
584A16B0,3,GB84CPBK83157663644901,2024-01-01 21:38:56,CREDIT,7307.89,GBP,INTEREST,INTEREST CREDIT,98122.67,REF693553649,BR983,ONLINE
8DBAFE14,1,DE79741514506827135679,2024-01-09 04:32:03,CREDIT,9121.26,EUR,BONUS,Bonus,59985.84,REF718064747,BR747,ATM
720E2DFC,2,FR471450594397YBLERHKUZ7Y02,2024-01-05 11:52:04,DEBIT,38449.85,EUR,GROCERY,Grocery,40847.27,REF343708417,BR886,ATM
91A80179,1,DE59795655681688929171,2024-01-02 20:13:30,CREDIT,4811.14,EUR,INVESTMENT_RETURN,Investment Return,13003.66,REF714225906,BR945,BRANCH
CB872B81,1,DE25202102007876909711,2024-01-03 02:22:10,DEBIT,5861.11,EUR,RENT,Rent,17487.91,REF454044659,BR246,ATM
C4246F96,2,FR471450594397YBLERHKUZ7Y02,2024-01-07 19:40:50,DEBIT,2865.31,EUR,LOAN_PAYMENT,Loan Payment,76428.21,REF807995008,BR330,MOBILE
3915E1F4,3,DE13870962145025555422,2024-01-01 14:35:17,CREDIT,2602.31,EUR,DEPOSIT,Deposit,79439.99,REF832671626,BR283,MOBILE
D9330735,3,DE13870962145025555422,2024-01-03 20:55:00,CREDIT,10928.96,EUR,FREELANCE,Freelance,48696.62,REF678041303,BR258,ONLINE
677038A6,1,DE59795655681688929171,2024-01-05 10:18:39,DEBIT,3232.58,EUR,SUBSCRIPTION,Subscription,37740.83,REF688388389,BR219,ONLINE
5220AFC4,1,DE59795655681688929171,2024-01-01 10:33:19,DEBIT,4544.59,EUR,ONLINE_PURCHASE,Hotels.com - ONLINE_PURCHASE,46763.44,REF349135898,BR242,MOBILE
CC9E3DB0,3,DE06546700950979859803,2024-01-05 05:28:28,CREDIT,374.81,EUR,FREELANCE,Freelance,31235.45,REF689471792,BR928,ONLINE
6F1DCC5A,1,DE79741514506827135679,2024-01-05 13:33:01,CREDIT,3554.73,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***1248,76844.36,REF980015089,BR517,PHONE
195FF653,4,DE08870000009130446806,2024-01-09 03:45:17,DEBIT,37359.74,EUR,MEDICAL,Medical,27611.05,REF137869126,BR314,PHONE
520EA983,3,DE13870962145025555422,2024-01-06 16:24:54,CREDIT,13431.16,EUR,SALARY,SALARY DEPOSIT - COMPANY C,1287.2,REF683366201,BR883,MOBILE
48634B78,4,DE08870000009130446806,2024-01-01 09:06:38,DEBIT,8.15,EUR,ONLINE_PURCHASE,Starbucks - ONLINE_PURCHASE,32643.99,REF996391346,BR360,PHONE
0022CF9C,3,DE06546700950979859803,2024-01-04 13:59:20,DEBIT,26840.65,EUR,BILL_PAYMENT,Bill Payment,45893.98,REF711228416,BR490,MOBILE
6632A0D2,3,GB84CPBK83157663644901,2024-01-09 15:16:58,DEBIT,3858.66,GBP,TRANSFER_OUT,TRANSFER TO ACCOUNT ***3238,19059.53,REF216884202,BR598,ONLINE
8C8520F0,1,DE25202102007876909711,2024-01-08 05:00:30,DEBIT,3404.94,EUR,PURCHASE,Netflix - PURCHASE,91044.3,REF631774200,BR947,ONLINE
B71221EA,3,DE06546700950979859803,2024-01-04 10:26:17,DEBIT,2057.92,EUR,TRANSFER_OUT,TRANSFER TO ACCOUNT ***9575,37048.42,REF461724064,BR463,MOBILE
1ECD28C6,1,FR221450592469WBR7LN4EXX269,2024-01-09 01:57:40,CREDIT,17110.74,EUR,REFUND,Refund,89252.98,REF777933887,BR125,BRANCH
7FDC01D7,1,DE25202102007876909711,2024-01-03 03:59:29,CREDIT,17146.56,EUR,FREELANCE,Freelance,86732.15,REF896979990,BR119,BRANCH
B6E55A25,1,DE79741514506827135679,2024-01-05 16:54:49,CREDIT,6038.68,EUR,BONUS,Bonus,30525.2,REF457113421,BR438,PHONE
C1BDC183,4,GB51CITI43028554568398,2024-01-07 19:13:13,CREDIT,3048.44,GBP,BONUS,Bonus,53741.45,REF484017598,BR540,BRANCH
7503A2C8,3,GB84CPBK83157663644901,2024-01-04 06:35:39,DEBIT,10807.08,GBP,FUEL,Fuel,32037.18,REF669989702,BR821,ATM
E91EE09D,4,GB51CITI43028554568398,2024-01-06 15:16:50,DEBIT,8270.67,GBP,TRANSFER_OUT,TRANSFER TO ACCOUNT ***6795,54373.0,REF183676775,BR477,ATM
4A59073A,3,GB84CPBK83157663644901,2024-01-04 02:01:24,DEBIT,19978.89,GBP,RENT,Rent,13734.58,REF954947756,BR469,PHONE
91FF7F1D,1,DE25202102007876909711,2024-01-06 08:18:50,CREDIT,14078.39,EUR,DIVIDEND,Dividend,12547.8,REF273054580,BR139,BRANCH
3DB80891,3,GB84CPBK83157663644901,2024-01-02 05:56:09,CREDIT,8370.72,GBP,INTEREST,INTEREST CREDIT,34917.15,REF199735955,BR815,BRANCH
8DEE37B4,2,FR471450594397YBLERHKUZ7Y02,2024-01-06 02:00:17,DEBIT,12871.57,EUR,FUEL,Fuel,44210.07,REF944424224,BR366,PHONE
B17844C6,1,DE59795655681688929171,2024-01-07 17:28:44,DEBIT,16498.91,EUR,GROCERY,Grocery,1152.12,REF416343701,BR951,MOBILE
DE6843FC,3,DE06546700950979859803,2024-01-02 12:44:43,CREDIT,7748.93,EUR,SALARY,SALARY DEPOSIT - COMPANY B,91984.22,REF725176342,BR608,ONLINE
48E5EBF4,3,DE13870962145025555422,2024-01-09 07:32:12,CREDIT,3691.61,EUR,DIVIDEND,Dividend,59491.74,REF230251024,BR467,BRANCH
21A044D3,1,FR221450592469WBR7LN4EXX269,2024-01-10 10:17:45,CREDIT,13846.82,EUR,INVESTMENT_RETURN,Investment Return,25553.55,REF295866042,BR817,ONLINE
355790FB,3,DE06546700950979859803,2024-01-05 08:10:56,DEBIT,42800.71,EUR,FUEL,Fuel,34816.57,REF333789349,BR442,ATM
4C581945,3,DE13870962145025555422,2024-01-04 07:06:46,DEBIT,4609.85,EUR,PURCHASE,Exxon - PURCHASE,73139.55,REF360928598,BR507,ATM
085604DE,1,FR221450592469WBR7LN4EXX269,2024-01-01 22:14:56,CREDIT,17326.84,EUR,DEPOSIT,Deposit,95312.32,REF821777631,BR879,ONLINE
F3B5F0BB,3,DE06546700950979859803,2024-01-10 22:38:14,CREDIT,1919.71,EUR,INVESTMENT_RETURN,Investment Return,74703.57,REF135124751,BR644,ATM
A141DFCF,1,DE25202102007876909711,2024-01-06 03:28:02,DEBIT,2792.92,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - BRANCH,32652.77,REF702406371,BR551,ONLINE
D6BA3F05,3,DE13870962145025555422,2024-01-07 23:27:14,DEBIT,7639.08,EUR,LOAN_PAYMENT,Loan Payment,7584.63,REF620945322,BR984,PHONE
CF5DF20E,3,DE13870962145025555422,2024-01-06 09:11:27,DEBIT,26128.17,EUR,RENT,Rent,43686.81,REF291815912,BR102,PHONE
D98FE13A,3,GB84CPBK83157663644901,2024-01-05 02:11:32,CREDIT,156.98,GBP,DIVIDEND,Dividend,77183.6,REF403425482,BR109,ONLINE
6BA57D85,1,FR221450592469WBR7LN4EXX269,2024-01-06 19:36:14,DEBIT,39916.71,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - BRANCH,92624.88,REF186803415,BR268,ATM
404FE797,1,FR221450592469WBR7LN4EXX269,2024-01-05 12:26:41,DEBIT,769.68,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - STREET,21984.27,REF837992249,BR392,PHONE
9701B8CB,4,DE08870000009130446806,2024-01-04 13:19:50,DEBIT,6536.31,EUR,MEDICAL,Medical,93800.6,REF878457885,BR913,ONLINE
53EF5E1F,4,GB51CITI43028554568398,2024-01-01 21:21:42,DEBIT,2427.23,GBP,RENT,Rent,15745.63,REF887098989,BR283,PHONE
02ECD7F9,1,DE59795655681688929171,2024-01-06 01:11:27,DEBIT,9647.81,EUR,ONLINE_PURCHASE,Shell - ONLINE_PURCHASE,10943.93,REF854325985,BR721,ATM
D63A437F,3,DE13870962145025555422,2024-01-05 06:59:48,DEBIT,10273.79,EUR,TRANSFER_OUT,TRANSFER TO ACCOUNT ***8054,29515.72,REF798043147,BR155,PHONE
A94D9DFA,3,DE06546700950979859803,2024-01-04 13:58:38,DEBIT,28834.61,EUR,LOAN_PAYMENT,Loan Payment,24207.59,REF113982753,BR202,ATM
ACC4CAF5,1,FR221450592469WBR7LN4EXX269,2024-01-03 04:59:14,DEBIT,24852.74,EUR,LOAN_PAYMENT,Loan Payment,3109.64,REF814538917,BR961,BRANCH
F41FB05D,4,DE08870000009130446806,2024-01-05 10:50:37,CREDIT,15855.79,EUR,FREELANCE,Freelance,89395.35,REF751781966,BR880,PHONE
37C2B5F6,3,DE13870962145025555422,2024-01-05 02:53:38,CREDIT,32823.22,EUR,SALARY,SALARY DEPOSIT - COMPANY C,20190.47,REF592282584,BR312,ONLINE
9F9867B6,1,FR221450592469WBR7LN4EXX269,2024-01-06 16:04:37,CREDIT,1614.82,EUR,BONUS,Bonus,46240.58,REF432058455,BR221,PHONE
1B2C33FB,1,FR221450592469WBR7LN4EXX269,2024-01-08 22:38:47,CREDIT,5602.28,EUR,INVESTMENT_RETURN,Investment Return,79450.71,REF940395244,BR774,ONLINE
9D2F3F64,3,DE13870962145025555422,2024-01-04 01:07:25,DEBIT,12787.44,EUR,SUBSCRIPTION,Subscription,3319.31,REF757050434,BR875,BRANCH
64374CBB,4,GB51CITI43028554568398,2024-01-10 20:30:37,DEBIT,3304.53,GBP,ATM_WITHDRAWAL,ATM WITHDRAWAL - STREET,12720.4,REF627653282,BR874,ONLINE
EA140007,3,GB84CPBK83157663644901,2024-01-07 18:51:42,DEBIT,2605.46,GBP,RENT,Rent,20206.13,REF937554252,BR448,ATM
58C9C427,3,DE06546700950979859803,2024-01-01 06:55:08,DEBIT,105.81,EUR,SUBSCRIPTION,Subscription,29965.74,REF851077744,BR575,BRANCH
01CD161D,3,DE13870962145025555422,2024-01-01 06:23:20,DEBIT,15706.02,EUR,LOAN_PAYMENT,Loan Payment,74292.41,REF425391212,BR638,PHONE
FBDF44D1,3,DE06546700950979859803,2024-01-10 08:24:09,CREDIT,11918.45,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***3549,27616.31,REF639494079,BR623,MOBILE
5EB41C58,1,DE25202102007876909711,2024-01-09 10:59:06,DEBIT,36695.22,EUR,INSURANCE,Insurance,55515.07,REF249691511,BR357,MOBILE
58BBBA86,1,DE79741514506827135679,2024-01-03 20:25:34,DEBIT,272.82,EUR,INSURANCE,Insurance,87418.29,REF134607353,BR702,MOBILE
9212ADF6,1,DE79741514506827135679,2024-01-08 16:43:55,CREDIT,5021.15,EUR,DIVIDEND,Dividend,13154.23,REF928891050,BR990,ONLINE
0F57715A,1,FR221450592469WBR7LN4EXX269,2024-01-06 17:07:49,CREDIT,7477.34,EUR,REFUND,Refund,82738.78,REF654510566,BR362,MOBILE
64A7E9A5,1,DE25202102007876909711,2024-01-10 06:26:09,DEBIT,4488.58,EUR,FUEL,Fuel,97418.49,REF136913585,BR354,PHONE
0CF0CA6B,3,DE13870962145025555422,2024-01-03 20:36:11,DEBIT,4326.22,EUR,MEDICAL,Medical,42485.46,REF332172880,BR500,MOBILE
804131B5,1,FR221450592469WBR7LN4EXX269,2024-01-04 15:05:53,CREDIT,1643.56,EUR,BONUS,Bonus,75135.6,REF970084009,BR484,PHONE
9BAF8646,4,GB51CITI43028554568398,2024-01-10 01:01:24,CREDIT,15578.71,GBP,GIFT,Gift,31072.13,REF516882377,BR648,ONLINE
D0F77434,1,DE25202102007876909711,2024-01-07 03:16:18,CREDIT,17384.37,EUR,BONUS,Bonus,37539.72,REF739944646,BR108,ONLINE
4FB50F09,4,GB51CITI43028554568398,2024-01-01 19:26:50,CREDIT,6387.99,GBP,REFUND,Refund,67606.28,REF229242827,BR149,PHONE
592F52DB,2,FR471450594397YBLERHKUZ7Y02,2024-01-02 04:04:32,CREDIT,17627.13,EUR,INTEREST,INTEREST CREDIT,55330.06,REF733869599,BR394,BRANCH
B27C0215,1,DE79741514506827135679,2024-01-01 21:19:06,CREDIT,10646.61,EUR,INTEREST,INTEREST CREDIT,32346.58,REF559209734,BR771,MOBILE
08B15BA8,1,DE25202102007876909711,2024-01-05 22:30:42,DEBIT,1692.3,EUR,SUBSCRIPTION,Subscription,72454.7,REF189307031,BR785,PHONE
A0C03620,1,FR221450592469WBR7LN4EXX269,2024-01-03 00:37:37,CREDIT,11841.74,EUR,INVESTMENT_RETURN,Investment Return,65629.09,REF279951261,BR401,PHONE
FFD46048,1,DE59795655681688929171,2024-01-03 11:05:21,DEBIT,2662.1,EUR,FUEL,Fuel,39183.99,REF689501899,BR530,ONLINE
991DC5AB,2,FR471450594397YBLERHKUZ7Y02,2024-01-10 03:46:24,DEBIT,2444.11,EUR,BILL_PAYMENT,Bill Payment,71731.77,REF157952255,BR104,BRANCH
0221DEFD,3,GB84CPBK83157663644901,2024-01-06 14:53:59,DEBIT,2021.81,GBP,SUBSCRIPTION,Subscription,13232.22,REF817686159,BR686,BRANCH
58860FAF,1,DE79741514506827135679,2024-01-01 05:21:37,DEBIT,11742.82,EUR,PURCHASE,Netflix - PURCHASE,91021.0,REF361277018,BR482,ATM
9C8207FD,3,GB84CPBK83157663644901,2024-01-04 05:25:45,CREDIT,33758.93,GBP,GIFT,Gift,36761.51,REF307810720,BR447,BRANCH
9AA51F73,1,DE59795655681688929171,2024-01-09 21:46:38,CREDIT,2355.1,EUR,BONUS,Bonus,76997.14,REF799809592,BR598,ONLINE
DD2BE921,3,DE06546700950979859803,2024-01-05 12:00:08,CREDIT,4651.34,EUR,INTEREST,INTEREST CREDIT,39344.33,REF436275925,BR124,ATM
6BEBB103,4,GB51CITI43028554568398,2024-01-05 01:10:00,DEBIT,33493.9,GBP,BILL_PAYMENT,Bill Payment,19304.7,REF534535799,BR961,BRANCH
A77D34A8,1,DE59795655681688929171,2024-01-10 23:18:48,DEBIT,3188.19,EUR,SUBSCRIPTION,Subscription,96755.93,REF936403388,BR644,ATM
9A9DBCE3,1,DE25202102007876909711,2024-01-04 16:43:15,CREDIT,309.07,EUR,DEPOSIT,Deposit,81915.49,REF140970019,BR513,PHONE
8BFD6713,3,DE06546700950979859803,2024-01-01 08:04:42,DEBIT,7172.91,EUR,BILL_PAYMENT,Bill Payment,75749.78,REF811668405,BR762,ATM
5DEC9676,1,FR221450592469WBR7LN4EXX269,2024-01-04 10:15:08,DEBIT,12028.03,EUR,BILL_PAYMENT,Bill Payment,38742.28,REF391054875,BR929,BRANCH
D2FFB64C,1,DE25202102007876909711,2024-01-08 04:52:03,DEBIT,6851.25,EUR,UTILITIES,Utilities,47740.98,REF918790940,BR568,ATM
3B892610,3,DE13870962145025555422,2024-01-03 22:39:38,DEBIT,26742.27,EUR,MEDICAL,Medical,81767.96,REF509128353,BR414,ATM
1CC46E8C,1,DE79741514506827135679,2024-01-02 22:23:30,DEBIT,6125.45,EUR,GROCERY,Grocery,95965.31,REF699130091,BR922,ATM
8F8109E6,1,DE79741514506827135679,2024-01-02 11:42:47,CREDIT,14463.53,EUR,INVESTMENT_RETURN,Investment Return,27939.86,REF427881063,BR824,ATM
D17E4F2C,1,DE25202102007876909711,2024-01-03 22:42:45,DEBIT,2790.9,EUR,FUEL,Fuel,92429.46,REF255700849,BR887,ATM
0FFD9086,1,FR221450592469WBR7LN4EXX269,2024-01-06 13:44:44,CREDIT,18686.44,EUR,DEPOSIT,Deposit,82446.59,REF436416800,BR385,PHONE
1CF49984,1,DE25202102007876909711,2024-01-10 11:43:06,CREDIT,3490.94,EUR,SALARY,SALARY DEPOSIT - COMPANY A,42974.69,REF803769204,BR198,BRANCH
B060D3EB,3,DE06546700950979859803,2024-01-06 22:33:36,DEBIT,41756.0,EUR,UTILITIES,Utilities,97287.35,REF580134529,BR672,MOBILE
12CC3F36,1,DE79741514506827135679,2024-01-08 19:10:37,CREDIT,4264.64,EUR,SALARY,SALARY DEPOSIT - COMPANY A,86913.06,REF295706186,BR523,ATM
D60E299B,1,FR221450592469WBR7LN4EXX269,2024-01-03 14:36:27,DEBIT,34123.86,EUR,BILL_PAYMENT,Bill Payment,15382.0,REF217238819,BR132,ATM
E26ABC09,1,DE25202102007876909711,2024-01-05 17:58:43,CREDIT,11178.33,EUR,SALARY,SALARY DEPOSIT - COMPANY C,68226.85,REF477210299,BR321,MOBILE
85E77B9C,2,FR471450594397YBLERHKUZ7Y02,2024-01-05 11:02:28,CREDIT,3214.22,EUR,DIVIDEND,Dividend,24101.3,REF602848310,BR840,ONLINE
DE9E6439,2,FR471450594397YBLERHKUZ7Y02,2024-01-08 20:22:57,CREDIT,802.87,EUR,REFUND,Refund,15306.82,REF122964783,BR173,MOBILE
40A39741,3,DE13870962145025555422,2024-01-06 11:10:25,CREDIT,23515.61,EUR,INVESTMENT_RETURN,Investment Return,66947.59,REF599601583,BR876,MOBILE
64CB38EF,1,DE79741514506827135679,2024-01-07 23:24:17,CREDIT,283.48,EUR,REFUND,Refund,32647.63,REF991037658,BR859,MOBILE
EA6A0B93,3,GB84CPBK83157663644901,2024-01-01 13:31:01,DEBIT,374.63,GBP,UTILITIES,Utilities,15978.82,REF385696066,BR776,PHONE
94A5CADC,3,DE13870962145025555422,2024-01-04 14:55:05,DEBIT,3036.67,EUR,ONLINE_PURCHASE,PayPal - ONLINE_PURCHASE,26223.63,REF141308145,BR542,ATM
78098F42,1,DE59795655681688929171,2024-01-06 19:27:26,DEBIT,980.85,EUR,FUEL,Fuel,99654.46,REF191856103,BR831,ONLINE
EEFDDD7C,1,DE25202102007876909711,2024-01-06 16:07:35,CREDIT,19601.92,EUR,INVESTMENT_RETURN,Investment Return,63405.43,REF668558041,BR591,MOBILE
F91329B6,4,GB51CITI43028554568398,2024-01-10 10:57:58,DEBIT,19170.47,GBP,UTILITIES,Utilities,70965.78,REF967014087,BR977,PHONE
4DEB356E,3,DE06546700950979859803,2024-01-04 06:32:36,DEBIT,29168.04,EUR,RENT,Rent,4105.64,REF502581647,BR317,ONLINE
45DF888F,3,GB84CPBK83157663644901,2024-01-04 13:56:51,DEBIT,8556.11,GBP,UTILITIES,Utilities,83186.11,REF681344874,BR783,MOBILE
7080A7EF,2,FR471450594397YBLERHKUZ7Y02,2024-01-09 04:42:39,CREDIT,2000.42,EUR,REFUND,Refund,8584.62,REF300549686,BR697,ONLINE
8AA75D55,4,GB51CITI43028554568398,2024-01-08 08:22:21,CREDIT,3655.56,GBP,INVESTMENT_RETURN,Investment Return,64199.0,REF677441591,BR859,BRANCH
92B9D14A,4,GB51CITI43028554568398,2024-01-04 05:49:56,CREDIT,5590.49,GBP,REFUND,Refund,11714.43,REF372507510,BR534,PHONE
EF0003B7,1,DE59795655681688929171,2024-01-05 09:04:49,CREDIT,29497.97,EUR,REFUND,Refund,61775.24,REF890181803,BR949,PHONE
D6E29F24,1,FR221450592469WBR7LN4EXX269,2024-01-03 04:33:16,DEBIT,1699.05,EUR,RENT,Rent,90225.45,REF254684237,BR707,ATM
2BB7192A,1,DE25202102007876909711,2024-01-04 19:01:12,DEBIT,27788.05,EUR,UTILITIES,Utilities,50829.01,REF286758571,BR923,BRANCH
4C90FF7E,1,DE59795655681688929171,2024-01-05 22:09:54,CREDIT,25452.11,EUR,SALARY,SALARY DEPOSIT - COMPANY A,29870.29,REF121189699,BR623,ONLINE
C040EBE6,3,DE13870962145025555422,2024-01-04 17:49:31,CREDIT,6550.96,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***8839,46576.9,REF387921253,BR900,PHONE
9D914280,4,GB51CITI43028554568398,2024-01-01 18:06:50,DEBIT,1883.27,GBP,TRANSFER_OUT,TRANSFER TO ACCOUNT ***9357,12869.82,REF284474888,BR994,ATM
9D03233F,1,DE25202102007876909711,2024-01-02 19:10:35,DEBIT,2786.46,EUR,LOAN_PAYMENT,Loan Payment,90175.07,REF977675286,BR652,ATM
1BF0AA8A,3,DE06546700950979859803,2024-01-01 16:15:19,CREDIT,10956.44,EUR,GIFT,Gift,51376.48,REF309419982,BR712,MOBILE
A7FD8B6E,1,DE79741514506827135679,2024-01-08 05:21:45,DEBIT,25156.46,EUR,MEDICAL,Medical,36948.82,REF594631314,BR294,MOBILE
D1389639,1,DE79741514506827135679,2024-01-02 00:56:22,DEBIT,4338.59,EUR,RESTAURANT,Restaurant,20935.17,REF770965716,BR124,PHONE
EA3FDDCE,1,FR221450592469WBR7LN4EXX269,2024-01-02 20:33:29,CREDIT,4346.41,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***3392,98794.21,REF810447792,BR352,ONLINE
DDD9EA3E,4,GB51CITI43028554568398,2024-01-10 10:13:13,CREDIT,1588.55,GBP,SALARY,SALARY DEPOSIT - COMPANY A,8032.35,REF444284356,BR122,PHONE
31ACF9BD,1,DE59795655681688929171,2024-01-05 21:27:31,DEBIT,727.6,EUR,RESTAURANT,Restaurant,74858.81,REF260681009,BR908,ONLINE
63A6E27D,1,DE59795655681688929171,2024-01-09 15:36:22,CREDIT,1916.44,EUR,BONUS,Bonus,44672.48,REF620604861,BR263,ATM
E809BA10,3,DE06546700950979859803,2024-01-04 11:59:46,CREDIT,15113.65,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***7060,55007.8,REF635850125,BR866,ATM
3EADBE87,3,DE06546700950979859803,2024-01-07 06:45:42,DEBIT,1265.36,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - MALL,80538.82,REF360705890,BR939,ATM
6F701EC2,1,DE79741514506827135679,2024-01-08 10:43:29,DEBIT,12818.45,EUR,GROCERY,Grocery,29760.85,REF994673861,BR868,MOBILE
23933521,4,DE08870000009130446806,2024-01-06 00:50:54,CREDIT,26299.67,EUR,SALARY,SALARY DEPOSIT - COMPANY B,58656.42,REF101518914,BR757,ONLINE
A1212F00,1,DE79741514506827135679,2024-01-07 11:45:20,DEBIT,21600.37,EUR,SUBSCRIPTION,Subscription,19502.13,REF787105314,BR511,ONLINE
B00E2046,1,DE25202102007876909711,2024-01-03 07:15:19,DEBIT,7020.61,EUR,PURCHASE,Spotify - PURCHASE,31261.74,REF163352230,BR787,ONLINE
CEBE89AC,3,GB84CPBK83157663644901,2024-01-06 16:03:12,DEBIT,10190.09,GBP,INSURANCE,Insurance,28223.59,REF559428815,BR137,ONLINE
1EC137E0,4,GB51CITI43028554568398,2024-01-09 01:31:57,DEBIT,3899.3,GBP,MEDICAL,Medical,24157.27,REF409675651,BR714,ONLINE
95DB828B,1,FR221450592469WBR7LN4EXX269,2024-01-06 16:22:46,DEBIT,14.38,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - STREET,86982.03,REF981711298,BR128,ONLINE
3073B3BF,4,GB51CITI43028554568398,2024-01-03 22:36:48,DEBIT,816.11,GBP,SUBSCRIPTION,Subscription,30238.4,REF728344289,BR844,BRANCH
AC79B3D9,3,GB84CPBK83157663644901,2024-01-06 20:12:57,CREDIT,7823.96,GBP,FREELANCE,Freelance,27785.19,REF533977350,BR603,ONLINE
0AAD1FEE,1,DE79741514506827135679,2024-01-10 13:44:14,CREDIT,2221.09,EUR,DIVIDEND,Dividend,22383.92,REF533292648,BR634,PHONE
8270AA4E,1,FR221450592469WBR7LN4EXX269,2024-01-06 05:19:28,DEBIT,1266.91,EUR,PURCHASE,PayPal - PURCHASE,80372.78,REF430195273,BR736,BRANCH
7D2F26E0,1,DE25202102007876909711,2024-01-09 15:56:48,DEBIT,17946.93,EUR,BILL_PAYMENT,Bill Payment,91333.42,REF955787887,BR847,MOBILE
DB68F44B,2,FR471450594397YBLERHKUZ7Y02,2024-01-05 12:04:25,DEBIT,9458.25,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - STREET,5429.38,REF676223932,BR576,MOBILE
